instance_id,pair_id,text1_lang,text2_lang,text1,text2,label
dico_phrasis_0001956__es-eu__original,dico_phrasis_0001956,es,eu,en el sur de Irak,Irakeko iparraldean,NEGATIVE_OTHER
dico_phrasis_0001956__eu-en__original,dico_phrasis_0001956,eu,en,Irakeko hegoaldean,in northern Iraq,NEGATIVE_OTHER
dico_phrasis_0001956__eu-es__original,dico_phrasis_0001956,eu,es,Irakeko hegoaldean,en el norte de Irak,NEGATIVE_OTHER
dico_phrasis_0001958__en-es__original,dico_phrasis_0001958,en,es,against US drone strikes,en un ataque estadounidense con drones,NEGATIVE_OTHER
dico_phrasis_0001958__en-eu__original,dico_phrasis_0001958,en,eu,against US drone strikes,AEBen drone-eraso batean,NEGATIVE_OTHER
dico_phrasis_0001958__es-en__original,dico_phrasis_0001958,es,en,contra los ataques estadounidenses con drones,in U.S. drone strike,NEGATIVE_OTHER
dico_phrasis_0001958__es-eu__original,dico_phrasis_0001958,es,eu,contra los ataques estadounidenses con drones,AEBen drone-eraso batean,NEGATIVE_OTHER
dico_phrasis_0001958__eu-en__original,dico_phrasis_0001958,eu,en,AEBen drone-erasoen aurka,in U.S. drone strike,NEGATIVE_OTHER
dico_phrasis_0001958__eu-es__original,dico_phrasis_0001958,eu,es,AEBen drone-erasoen aurka,en un ataque estadounidense con drones,NEGATIVE_OTHER
dico_phrasis_0001959__en-es__original,dico_phrasis_0001959,en,es,to hospital,del hospital,NEGATIVE_OTHER
dico_phrasis_0001959__en-eu__original,dico_phrasis_0001959,en,eu,to hospital,ospitaletik,NEGATIVE_OTHER
dico_phrasis_0001959__es-en__original,dico_phrasis_0001959,es,en,al hospital,from hospital,NEGATIVE_OTHER
dico_phrasis_0001959__es-eu__original,dico_phrasis_0001959,es,eu,al hospital,ospitaletik,NEGATIVE_OTHER
dico_phrasis_0001959__eu-en__original,dico_phrasis_0001959,eu,en,ospitalera,from hospital,NEGATIVE_OTHER
dico_phrasis_0001959__eu-es__original,dico_phrasis_0001959,eu,es,ospitalera,del hospital,NEGATIVE_OTHER
dico_phrasis_0001964__en-es__original,dico_phrasis_0001964,en,es,of the front end,de la parte trasera,NEGATIVE_OTHER
dico_phrasis_0001964__en-eu__original,dico_phrasis_0001964,en,eu,of the front end,atzealdearena,NEGATIVE_OTHER
dico_phrasis_0001964__es-en__original,dico_phrasis_0001964,es,en,de la parte delantera,of the rear,NEGATIVE_OTHER
dico_phrasis_0001964__es-eu__original,dico_phrasis_0001964,es,eu,de la parte delantera,atzealdearena,NEGATIVE_OTHER
dico_phrasis_0001964__eu-en__original,dico_phrasis_0001964,eu,en,aurrealdearena,of the rear,NEGATIVE_OTHER
dico_phrasis_0001964__eu-es__original,dico_phrasis_0001964,eu,es,aurrealdearena,de la parte trasera,NEGATIVE_OTHER
dico_phrasis_0001965__en-es__original,dico_phrasis_0001965,en,es,at a saloon,fuera del salón,NEGATIVE_OTHER
dico_phrasis_0001965__en-eu__original,dico_phrasis_0001965,en,eu,at a saloon,saloiaren kanpoan,NEGATIVE_OTHER
dico_phrasis_0001965__es-en__original,dico_phrasis_0001965,es,en,en un salón,outside the saloon,NEGATIVE_OTHER
dico_phrasis_0001965__es-eu__original,dico_phrasis_0001965,es,eu,en un salón,saloiaren kanpoan,NEGATIVE_OTHER
dico_phrasis_0001965__eu-en__original,dico_phrasis_0001965,eu,en,saloi batean,outside the saloon,NEGATIVE_OTHER
dico_phrasis_0001965__eu-es__original,dico_phrasis_0001965,eu,es,saloi batean,fuera del salón,NEGATIVE_OTHER
dico_phrasis_0001966__en-es__original,dico_phrasis_0001966,en,es,in India,aldeanos indios,NEGATIVE_OTHER
dico_phrasis_0001966__en-eu__original,dico_phrasis_0001966,en,eu,in India,Indiako herrixketako biztanleak,NEGATIVE_OTHER
dico_phrasis_0001966__es-en__original,dico_phrasis_0001966,es,en,en la India,Indian villagers,NEGATIVE_OTHER
dico_phrasis_0001966__es-eu__original,dico_phrasis_0001966,es,eu,en la India,Indiako herrixketako biztanleak,NEGATIVE_OTHER
dico_phrasis_0001966__eu-en__original,dico_phrasis_0001966,eu,en,Indian,Indian villagers,NEGATIVE_OTHER
dico_phrasis_0001966__eu-es__original,dico_phrasis_0001966,eu,es,Indian,aldeanos indios,NEGATIVE_OTHER
dico_phrasis_0001967__en-es__original,dico_phrasis_0001967,en,es,Cyclone,Evacuación por el ciclón Phailin,NEGATIVE_OTHER
dico_phrasis_0001967__en-eu__original,dico_phrasis_0001967,en,eu,Cyclone,Phailin zikloiaren ebakuazioa,NEGATIVE_OTHER
dico_phrasis_0001967__es-en__original,dico_phrasis_0001967,es,en,Ciclón,Cyclone Phailin evacuation,NEGATIVE_OTHER
dico_phrasis_0001967__es-eu__original,dico_phrasis_0001967,es,eu,Ciclón,Phailin zikloiaren ebakuazioa,NEGATIVE_OTHER
dico_phrasis_0001967__eu-en__original,dico_phrasis_0001967,eu,en,Zikloia,Cyclone Phailin evacuation,NEGATIVE_OTHER
dico_phrasis_0001967__eu-es__original,dico_phrasis_0001967,eu,es,Zikloia,Evacuación por el ciclón Phailin,NEGATIVE_OTHER
dico_phrasis_0001969__en-es__original,dico_phrasis_0001969,en,es,Palestinian captives,liberación de prisioneros palestinos,NEGATIVE_OTHER
dico_phrasis_0001969__en-eu__original,dico_phrasis_0001969,en,eu,Palestinian captives,preso palestinarren askapena,NEGATIVE_OTHER
dico_phrasis_0001969__es-en__original,dico_phrasis_0001969,es,en,cautivos palestinos,Palestinian prisoner release,NEGATIVE_OTHER
dico_phrasis_0001969__es-eu__original,dico_phrasis_0001969,es,eu,cautivos palestinos,preso palestinarren askapena,NEGATIVE_OTHER
dico_phrasis_0001969__eu-en__original,dico_phrasis_0001969,eu,en,gatibu palestinarrak,Palestinian prisoner release,NEGATIVE_OTHER
dico_phrasis_0001969__eu-es__original,dico_phrasis_0001969,eu,es,gatibu palestinarrak,liberación de prisioneros palestinos,NEGATIVE_OTHER
dico_phrasis_0001970__en-es__original,dico_phrasis_0001970,en,es,Israeli calls,Israel,NEGATIVE_OTHER
dico_phrasis_0001970__en-eu__original,dico_phrasis_0001970,en,eu,Israeli calls,Israel,NEGATIVE_OTHER
dico_phrasis_0001970__es-en__original,dico_phrasis_0001970,es,en,llamadas israelíes,Israel,NEGATIVE_OTHER
dico_phrasis_0001970__es-eu__original,dico_phrasis_0001970,es,eu,llamadas israelíes,Israel,NEGATIVE_OTHER
dico_phrasis_0001970__eu-en__original,dico_phrasis_0001970,eu,en,Israelgo deiak,Israel,NEGATIVE_OTHER
dico_phrasis_0001970__eu-es__original,dico_phrasis_0001970,eu,es,Israelgo deiak,Israel,NEGATIVE_OTHER
dico_phrasis_0001972__en-es__original,dico_phrasis_0001972,en,es,DPRK leader,Corea del Norte,NEGATIVE_OTHER
dico_phrasis_0001972__en-eu__original,dico_phrasis_0001972,en,eu,DPRK leader,Ipar Korea,NEGATIVE_OTHER
dico_phrasis_0001972__es-en__original,dico_phrasis_0001972,es,en,líder de la RPDC,North Korea,NEGATIVE_OTHER
dico_phrasis_0001972__es-eu__original,dico_phrasis_0001972,es,eu,líder de la RPDC,Ipar Korea,NEGATIVE_OTHER
dico_phrasis_0001972__eu-en__original,dico_phrasis_0001972,eu,en,Koreako Herri Errepublika Demokratikoko buruzagia,North Korea,NEGATIVE_OTHER
dico_phrasis_0001972__eu-es__original,dico_phrasis_0001972,eu,es,Koreako Herri Errepublika Demokratikoko buruzagia,Corea del Norte,NEGATIVE_OTHER
dico_phrasis_0001983__en-es__original,dico_phrasis_0001983,en,es,in missing Malaysian plane search,del avión desaparecido de Malasia,NEGATIVE_OTHER
dico_phrasis_0001983__en-eu__original,dico_phrasis_0001983,en,eu,in missing Malaysian plane search,desagertutako Malaysiako hegazkinetik,NEGATIVE_OTHER
dico_phrasis_0001983__es-en__original,dico_phrasis_0001983,es,en,en la búsqueda del avión malasio desaparecido,from missing Malaysia plane,NEGATIVE_OTHER
dico_phrasis_0001983__es-eu__original,dico_phrasis_0001983,es,eu,en la búsqueda del avión malasio desaparecido,desagertutako Malaysiako hegazkinetik,NEGATIVE_OTHER
dico_phrasis_0001983__eu-en__original,dico_phrasis_0001983,eu,en,desagertutako Malaysiako hegazkinaren bilaketan,from missing Malaysia plane,NEGATIVE_OTHER
dico_phrasis_0001983__eu-es__original,dico_phrasis_0001983,eu,es,desagertutako Malaysiako hegazkinaren bilaketan,del avión desaparecido de Malasia,NEGATIVE_OTHER
dico_phrasis_0001992__en-es__original,dico_phrasis_0001992,en,es,Muslim Brotherhood 's top leader,simpatizantes de los Hermanos Musulmanes,NEGATIVE_OTHER
dico_phrasis_0001992__en-eu__original,dico_phrasis_0001992,en,eu,Muslim Brotherhood 's top leader,Anaia Musulmanen aldekoak,NEGATIVE_OTHER
dico_phrasis_0001992__es-en__original,dico_phrasis_0001992,es,en,máximo líder de los Hermanos Musulmanes,Muslim Brotherhood Supporters,NEGATIVE_OTHER
dico_phrasis_0001992__es-eu__original,dico_phrasis_0001992,es,eu,máximo líder de los Hermanos Musulmanes,Anaia Musulmanen aldekoak,NEGATIVE_OTHER
dico_phrasis_0001992__eu-en__original,dico_phrasis_0001992,eu,en,Anaia Musulmanen buruzagi nagusia,Muslim Brotherhood Supporters,NEGATIVE_OTHER
dico_phrasis_0001992__eu-es__original,dico_phrasis_0001992,eu,es,Anaia Musulmanen buruzagi nagusia,simpatizantes de los Hermanos Musulmanes,NEGATIVE_OTHER
dico_phrasis_0001995__en-es__original,dico_phrasis_0001995,en,es,Russian Prime Minister,Rusia,NEGATIVE_OTHER
dico_phrasis_0001995__en-eu__original,dico_phrasis_0001995,en,eu,Russian Prime Minister,Errusia,NEGATIVE_OTHER
dico_phrasis_0001995__es-en__original,dico_phrasis_0001995,es,en,primer ministro ruso,Russia,NEGATIVE_OTHER
dico_phrasis_0001995__es-eu__original,dico_phrasis_0001995,es,eu,primer ministro ruso,Errusia,NEGATIVE_OTHER
dico_phrasis_0001995__eu-en__original,dico_phrasis_0001995,eu,en,Errusiako lehen ministroa,Russia,NEGATIVE_OTHER
dico_phrasis_0001995__eu-es__original,dico_phrasis_0001995,eu,es,Errusiako lehen ministroa,Rusia,NEGATIVE_OTHER
dico_phrasis_0001997__en-es__original,dico_phrasis_0001997,en,es,court ruling,tribunal supremo,NEGATIVE_OTHER
dico_phrasis_0001997__en-eu__original,dico_phrasis_0001997,en,eu,court ruling,auzitegi gorena,NEGATIVE_OTHER
dico_phrasis_0001997__es-en__original,dico_phrasis_0001997,es,en,fallo judicial,top court,NEGATIVE_OTHER
dico_phrasis_0001997__es-eu__original,dico_phrasis_0001997,es,eu,fallo judicial,auzitegi gorena,NEGATIVE_OTHER
dico_phrasis_0001997__eu-en__original,dico_phrasis_0001997,eu,en,auzitegiaren epaia,top court,NEGATIVE_OTHER
dico_phrasis_0001997__eu-es__original,dico_phrasis_0001997,eu,es,auzitegiaren epaia,tribunal supremo,NEGATIVE_OTHER
dico_phrasis_0002000__en-es__original,dico_phrasis_0002000,en,es,'s nuclear negotiating team,su búsqueda nuclear,NEGATIVE_OTHER
dico_phrasis_0002000__en-eu__original,dico_phrasis_0002000,en,eu,'s nuclear negotiating team,…ren helburu nuklearra,NEGATIVE_OTHER
dico_phrasis_0002000__es-en__original,dico_phrasis_0002000,es,en,su equipo de negociación nuclear,'s nuclear quest,NEGATIVE_OTHER
dico_phrasis_0002000__es-eu__original,dico_phrasis_0002000,es,eu,su equipo de negociación nuclear,…ren helburu nuklearra,NEGATIVE_OTHER
dico_phrasis_0002000__eu-en__original,dico_phrasis_0002000,eu,en,…ren negoziazio nuklearreko taldea,'s nuclear quest,NEGATIVE_OTHER
dico_phrasis_0002000__eu-es__original,dico_phrasis_0002000,eu,es,…ren negoziazio nuklearreko taldea,su búsqueda nuclear,NEGATIVE_OTHER
dico_phrasis_0002001__en-es__original,dico_phrasis_0002001,en,es,to Begin Talks,visitar,NEGATIVE_OTHER
dico_phrasis_0002001__en-eu__original,dico_phrasis_0002001,en,eu,to Begin Talks,Bisitatzeko,NEGATIVE_OTHER
dico_phrasis_0002001__es-en__original,dico_phrasis_0002001,es,en,iniciar conversaciones,To Visit,NEGATIVE_OTHER
dico_phrasis_0002001__es-eu__original,dico_phrasis_0002001,es,eu,iniciar conversaciones,Bisitatzeko,NEGATIVE_OTHER
dico_phrasis_0002001__eu-en__original,dico_phrasis_0002001,eu,en,Elkarrizketak hasteko,To Visit,NEGATIVE_OTHER
dico_phrasis_0002001__eu-es__original,dico_phrasis_0002001,eu,es,Elkarrizketak hasteko,visitar,NEGATIVE_OTHER
dico_phrasis_0002002__en-es__original,dico_phrasis_0002002,en,es,president 's speech,elecciones presidenciales,NEGATIVE_OTHER
dico_phrasis_0002002__en-eu__original,dico_phrasis_0002002,en,eu,president 's speech,presidentetzarako hauteskundeak,NEGATIVE_OTHER
dico_phrasis_0002002__es-en__original,dico_phrasis_0002002,es,en,discurso del presidente,presidential elections,NEGATIVE_OTHER
dico_phrasis_0002002__es-eu__original,dico_phrasis_0002002,es,eu,discurso del presidente,presidentetzarako hauteskundeak,NEGATIVE_OTHER
dico_phrasis_0002002__eu-en__original,dico_phrasis_0002002,eu,en,presidentearen hitzaldia,presidential elections,NEGATIVE_OTHER
dico_phrasis_0002002__eu-es__original,dico_phrasis_0002002,eu,es,presidentearen hitzaldia,elecciones presidenciales,NEGATIVE_OTHER
dico_phrasis_0002006__en-es__original,dico_phrasis_0002006,en,es,in Jordan Valley,en un ataque en Cisjordania,NEGATIVE_OTHER
dico_phrasis_0002006__en-eu__original,dico_phrasis_0002006,en,eu,in Jordan Valley,Zisjordaniako erasoan,NEGATIVE_OTHER
dico_phrasis_0002006__es-en__original,dico_phrasis_0002006,es,en,en el Valle del Jordán,in West Bank attack,NEGATIVE_OTHER
dico_phrasis_0002006__es-eu__original,dico_phrasis_0002006,es,eu,en el Valle del Jordán,Zisjordaniako erasoan,NEGATIVE_OTHER
dico_phrasis_0002006__eu-en__original,dico_phrasis_0002006,eu,en,Jordan haranean,in West Bank attack,NEGATIVE_OTHER
dico_phrasis_0002006__eu-es__original,dico_phrasis_0002006,eu,es,Jordan haranean,en un ataque en Cisjordania,NEGATIVE_OTHER
dico_phrasis_0002011__en-es__original,dico_phrasis_0002011,en,es,in Syria,en una incursión israelí,NEGATIVE_OTHER
dico_phrasis_0002011__en-eu__original,dico_phrasis_0002011,en,eu,in Syria,Israelgo erasoaldian,NEGATIVE_OTHER
dico_phrasis_0002011__es-en__original,dico_phrasis_0002011,es,en,en Siria,in Israeli raid,NEGATIVE_OTHER
dico_phrasis_0002011__es-eu__original,dico_phrasis_0002011,es,eu,en Siria,Israelgo erasoaldian,NEGATIVE_OTHER
dico_phrasis_0002011__eu-en__original,dico_phrasis_0002011,eu,en,Sirian,in Israeli raid,NEGATIVE_OTHER
dico_phrasis_0002011__eu-es__original,dico_phrasis_0002011,eu,es,Sirian,en una incursión israelí,NEGATIVE_OTHER
dico_phrasis_0002012__en-es__original,dico_phrasis_0002012,en,es,six,4 militantes,NEGATIVE_OTHER
dico_phrasis_0002012__en-eu__original,dico_phrasis_0002012,en,eu,six,4 militante,NEGATIVE_OTHER
dico_phrasis_0002012__es-en__original,dico_phrasis_0002012,es,en,seis,4 militants,NEGATIVE_OTHER
dico_phrasis_0002012__es-eu__original,dico_phrasis_0002012,es,eu,seis,4 militante,NEGATIVE_OTHER
dico_phrasis_0002012__eu-en__original,dico_phrasis_0002012,eu,en,sei,4 militants,NEGATIVE_OTHER
dico_phrasis_0002012__eu-es__original,dico_phrasis_0002012,eu,es,sei,4 militantes,NEGATIVE_OTHER
dico_phrasis_0002013__en-es__original,dico_phrasis_0002013,en,es,federal constitutional law,un tratado,NEGATIVE_OTHER
dico_phrasis_0002013__en-eu__original,dico_phrasis_0002013,en,eu,federal constitutional law,itun bat,NEGATIVE_OTHER
dico_phrasis_0002013__es-en__original,dico_phrasis_0002013,es,en,derecho constitucional federal,a treaty,NEGATIVE_OTHER
dico_phrasis_0002013__es-eu__original,dico_phrasis_0002013,es,eu,derecho constitucional federal,itun bat,NEGATIVE_OTHER
dico_phrasis_0002013__eu-en__original,dico_phrasis_0002013,eu,en,zuzenbide konstituzional federala,a treaty,NEGATIVE_OTHER
dico_phrasis_0002013__eu-es__original,dico_phrasis_0002013,eu,es,zuzenbide konstituzional federala,un tratado,NEGATIVE_OTHER
dico_phrasis_0002019__en-es__original,dico_phrasis_0002019,en,es,one man,once,NEGATIVE_OTHER
dico_phrasis_0002019__en-eu__original,dico_phrasis_0002019,en,eu,one man,hamaika,NEGATIVE_OTHER
dico_phrasis_0002019__es-en__original,dico_phrasis_0002019,es,en,un hombre,eleven,NEGATIVE_OTHER
dico_phrasis_0002019__es-eu__original,dico_phrasis_0002019,es,eu,un hombre,hamaika,NEGATIVE_OTHER
dico_phrasis_0002019__eu-en__original,dico_phrasis_0002019,eu,en,gizon bat,eleven,NEGATIVE_OTHER
dico_phrasis_0002019__eu-es__original,dico_phrasis_0002019,eu,es,gizon bat,once,NEGATIVE_OTHER
dico_phrasis_0002023__en-es__original,dico_phrasis_0002023,en,es,of Syria chemical weapons,del acuerdo sobre armas químicas,NEGATIVE_OTHER
dico_phrasis_0002023__en-eu__original,dico_phrasis_0002023,en,eu,of Syria chemical weapons,arma kimikoei buruzko akordioarena,NEGATIVE_OTHER
dico_phrasis_0002023__es-en__original,dico_phrasis_0002023,es,en,de las armas químicas de Siria,of chemical weapons deal,NEGATIVE_OTHER
dico_phrasis_0002023__es-eu__original,dico_phrasis_0002023,es,eu,de las armas químicas de Siria,arma kimikoei buruzko akordioarena,NEGATIVE_OTHER
dico_phrasis_0002023__eu-en__original,dico_phrasis_0002023,eu,en,Siriako arma kimikoena,of chemical weapons deal,NEGATIVE_OTHER
dico_phrasis_0002023__eu-es__original,dico_phrasis_0002023,eu,es,Siriako arma kimikoena,del acuerdo sobre armas químicas,NEGATIVE_OTHER
dico_phrasis_0002032__en-es__original,dico_phrasis_0002032,en,es,fatal,"1 muerto, 40 hospitalizados",NEGATIVE_OTHER
dico_phrasis_0002032__en-eu__original,dico_phrasis_0002032,en,eu,fatal,"hildako 1, 40 ospitaleratu",NEGATIVE_OTHER
dico_phrasis_0002032__es-en__original,dico_phrasis_0002032,es,en,mortal,"1 dead , 40 hospitalized",NEGATIVE_OTHER
dico_phrasis_0002032__es-eu__original,dico_phrasis_0002032,es,eu,mortal,"hildako 1, 40 ospitaleratu",NEGATIVE_OTHER
dico_phrasis_0002032__eu-en__original,dico_phrasis_0002032,eu,en,hilgarria,"1 dead , 40 hospitalized",NEGATIVE_OTHER
dico_phrasis_0002032__eu-es__original,dico_phrasis_0002032,eu,es,hilgarria,"1 muerto, 40 hospitalizados",NEGATIVE_OTHER
dico_phrasis_0002033__en-es__original,dico_phrasis_0002033,en,es,militants,como ataque en el Sinaí,NEGATIVE_OTHER
dico_phrasis_0002033__en-eu__original,dico_phrasis_0002033,en,eu,militants,Sinai erasoa bezala,NEGATIVE_OTHER
dico_phrasis_0002033__es-en__original,dico_phrasis_0002033,es,en,militantes,as Sinai attack,NEGATIVE_OTHER
dico_phrasis_0002033__es-eu__original,dico_phrasis_0002033,es,eu,militantes,Sinai erasoa bezala,NEGATIVE_OTHER
dico_phrasis_0002033__eu-en__original,dico_phrasis_0002033,eu,en,militanteak,as Sinai attack,NEGATIVE_OTHER
dico_phrasis_0002033__eu-es__original,dico_phrasis_0002033,eu,es,militanteak,como ataque en el Sinaí,NEGATIVE_OTHER
dico_phrasis_0002037__en-es__original,dico_phrasis_0002037,en,es,Apr 2,jueves,NEGATIVE_OTHER
dico_phrasis_0002037__en-eu__original,dico_phrasis_0002037,en,eu,Apr 2,osteguna,NEGATIVE_OTHER
dico_phrasis_0002037__es-en__original,dico_phrasis_0002037,es,en,2 de abril,Thursday,NEGATIVE_OTHER
dico_phrasis_0002037__es-eu__original,dico_phrasis_0002037,es,eu,2 de abril,osteguna,NEGATIVE_OTHER
dico_phrasis_0002037__eu-en__original,dico_phrasis_0002037,eu,en,Api. 2,Thursday,NEGATIVE_OTHER
dico_phrasis_0002037__eu-es__original,dico_phrasis_0002037,eu,es,Api. 2,jueves,NEGATIVE_OTHER
dico_phrasis_0002049__en-es__original,dico_phrasis_0002049,en,es,in the park,junto a la orilla,NEGATIVE_OTHER
dico_phrasis_0002049__en-eu__original,dico_phrasis_0002049,en,eu,in the park,itsasertzean,NEGATIVE_OTHER
dico_phrasis_0002049__es-en__original,dico_phrasis_0002049,es,en,en el parque,by the shore,NEGATIVE_OTHER
dico_phrasis_0002049__es-eu__original,dico_phrasis_0002049,es,eu,en el parque,itsasertzean,NEGATIVE_OTHER
dico_phrasis_0002049__eu-en__original,dico_phrasis_0002049,eu,en,parkean,by the shore,NEGATIVE_OTHER
dico_phrasis_0002049__eu-es__original,dico_phrasis_0002049,eu,es,parkean,junto a la orilla,NEGATIVE_OTHER
dico_phrasis_0002053__en-es__original,dico_phrasis_0002053,en,es,A child,Un perro,NEGATIVE_OTHER
dico_phrasis_0002053__en-eu__original,dico_phrasis_0002053,en,eu,A child,Txakur bat,NEGATIVE_OTHER
dico_phrasis_0002053__es-en__original,dico_phrasis_0002053,es,en,Un niño,A dog,NEGATIVE_OTHER
dico_phrasis_0002053__es-eu__original,dico_phrasis_0002053,es,eu,Un niño,Txakur bat,NEGATIVE_OTHER
dico_phrasis_0002053__eu-en__original,dico_phrasis_0002053,eu,en,Haur bat,A dog,NEGATIVE_OTHER
dico_phrasis_0002053__eu-es__original,dico_phrasis_0002053,eu,es,Haur bat,Un perro,NEGATIVE_OTHER
dico_phrasis_0002055__en-es__original,dico_phrasis_0002055,en,es,swings,juega a la pelota,NEGATIVE_OTHER
dico_phrasis_0002055__en-eu__original,dico_phrasis_0002055,en,eu,swings,baloiarekin jolasten da,NEGATIVE_OTHER
dico_phrasis_0002055__es-en__original,dico_phrasis_0002055,es,en,se columpia,plays ball,NEGATIVE_OTHER
dico_phrasis_0002055__es-eu__original,dico_phrasis_0002055,es,eu,se columpia,baloiarekin jolasten da,NEGATIVE_OTHER
dico_phrasis_0002055__eu-en__original,dico_phrasis_0002055,eu,en,kulunkan dabil,plays ball,NEGATIVE_OTHER
dico_phrasis_0002055__eu-es__original,dico_phrasis_0002055,eu,es,kulunkan dabil,juega a la pelota,NEGATIVE_OTHER
dico_phrasis_0002060__en-es__original,dico_phrasis_0002060,en,es,a carabiner,una polea,NEGATIVE_OTHER
dico_phrasis_0002060__en-eu__original,dico_phrasis_0002060,en,eu,a carabiner,polea bat,NEGATIVE_OTHER
dico_phrasis_0002060__es-en__original,dico_phrasis_0002060,es,en,un mosquetón,a pulley,NEGATIVE_OTHER
dico_phrasis_0002060__es-eu__original,dico_phrasis_0002060,es,eu,un mosquetón,polea bat,NEGATIVE_OTHER
dico_phrasis_0002060__eu-en__original,dico_phrasis_0002060,eu,en,mosketoi bat,a pulley,NEGATIVE_OTHER
dico_phrasis_0002060__eu-es__original,dico_phrasis_0002060,eu,es,mosketoi bat,una polea,NEGATIVE_OTHER
dico_phrasis_0002061__en-es__original,dico_phrasis_0002061,en,es,three dogs,un niño,NEGATIVE_OTHER
dico_phrasis_0002061__en-eu__original,dico_phrasis_0002061,en,eu,three dogs,mutil bat,NEGATIVE_OTHER
dico_phrasis_0002061__es-en__original,dico_phrasis_0002061,es,en,tres perros,A boy,NEGATIVE_OTHER
dico_phrasis_0002061__es-eu__original,dico_phrasis_0002061,es,eu,tres perros,mutil bat,NEGATIVE_OTHER
dico_phrasis_0002061__eu-en__original,dico_phrasis_0002061,eu,en,hiru txakur,A boy,NEGATIVE_OTHER
dico_phrasis_0002061__eu-es__original,dico_phrasis_0002061,eu,es,hiru txakur,un niño,NEGATIVE_OTHER
dico_phrasis_0002062__en-es__original,dico_phrasis_0002062,en,es,a dog,el skater,NEGATIVE_OTHER
dico_phrasis_0002062__en-eu__original,dico_phrasis_0002062,en,eu,a dog,skateboardaria,NEGATIVE_OTHER
dico_phrasis_0002062__es-en__original,dico_phrasis_0002062,es,en,un perro,the skateboarder,NEGATIVE_OTHER
dico_phrasis_0002062__es-eu__original,dico_phrasis_0002062,es,eu,un perro,skateboardaria,NEGATIVE_OTHER
dico_phrasis_0002062__eu-en__original,dico_phrasis_0002062,eu,en,txakur bat,the skateboarder,NEGATIVE_OTHER
dico_phrasis_0002062__eu-es__original,dico_phrasis_0002062,eu,es,txakur bat,el skater,NEGATIVE_OTHER
dico_phrasis_0002068__en-es__original,dico_phrasis_0002068,en,es,is playing,está siendo lanzado,NEGATIVE_OTHER
dico_phrasis_0002068__en-eu__original,dico_phrasis_0002068,en,eu,is playing,jaurtia izaten ari da,NEGATIVE_OTHER
dico_phrasis_0002068__es-en__original,dico_phrasis_0002068,es,en,está jugando,being thrown,NEGATIVE_OTHER
dico_phrasis_0002068__es-eu__original,dico_phrasis_0002068,es,eu,está jugando,jaurtia izaten ari da,NEGATIVE_OTHER
dico_phrasis_0002068__eu-en__original,dico_phrasis_0002068,eu,en,jolasten ari da,being thrown,NEGATIVE_OTHER
dico_phrasis_0002068__eu-es__original,dico_phrasis_0002068,eu,es,jolasten ari da,está siendo lanzado,NEGATIVE_OTHER
dico_phrasis_0002070__en-es__original,dico_phrasis_0002070,en,es,A man,Un perro,NEGATIVE_OTHER
dico_phrasis_0002070__en-eu__original,dico_phrasis_0002070,en,eu,A man,Txakur bat,NEGATIVE_OTHER
dico_phrasis_0002070__es-en__original,dico_phrasis_0002070,es,en,Un hombre,A dog,NEGATIVE_OTHER
dico_phrasis_0002070__es-eu__original,dico_phrasis_0002070,es,eu,Un hombre,Txakur bat,NEGATIVE_OTHER
dico_phrasis_0002070__eu-en__original,dico_phrasis_0002070,eu,en,Gizon bat,A dog,NEGATIVE_OTHER
dico_phrasis_0002070__eu-es__original,dico_phrasis_0002070,eu,es,Gizon bat,Un perro,NEGATIVE_OTHER
dico_phrasis_0002074__en-es__original,dico_phrasis_0002074,en,es,in dark blue waters,en la playa,NEGATIVE_OTHER
dico_phrasis_0002074__en-eu__original,dico_phrasis_0002074,en,eu,in dark blue waters,hondartzan,NEGATIVE_OTHER
dico_phrasis_0002074__es-en__original,dico_phrasis_0002074,es,en,en aguas de color azul oscuro,at the beach,NEGATIVE_OTHER
dico_phrasis_0002074__es-eu__original,dico_phrasis_0002074,es,eu,en aguas de color azul oscuro,hondartzan,NEGATIVE_OTHER
dico_phrasis_0002074__eu-en__original,dico_phrasis_0002074,eu,en,ur urdin ilunetan,at the beach,NEGATIVE_OTHER
dico_phrasis_0002074__eu-es__original,dico_phrasis_0002074,eu,es,ur urdin ilunetan,en la playa,NEGATIVE_OTHER
dico_phrasis_0002075__en-es__original,dico_phrasis_0002075,en,es,across the sand,por el agua,NEGATIVE_OTHER
dico_phrasis_0002075__en-eu__original,dico_phrasis_0002075,en,eu,across the sand,uretan zehar,NEGATIVE_OTHER
dico_phrasis_0002075__es-en__original,dico_phrasis_0002075,es,en,a través de la arena,through the water,NEGATIVE_OTHER
dico_phrasis_0002075__es-eu__original,dico_phrasis_0002075,es,eu,a través de la arena,uretan zehar,NEGATIVE_OTHER
dico_phrasis_0002075__eu-en__original,dico_phrasis_0002075,eu,en,hondarretik zehar,through the water,NEGATIVE_OTHER
dico_phrasis_0002075__eu-es__original,dico_phrasis_0002075,eu,es,hondarretik zehar,por el agua,NEGATIVE_OTHER
dico_phrasis_0002082__en-es__original,dico_phrasis_0002082,en,es,A boy,Un perro,NEGATIVE_OTHER
dico_phrasis_0002082__en-eu__original,dico_phrasis_0002082,en,eu,A boy,Txakur bat,NEGATIVE_OTHER
dico_phrasis_0002082__es-en__original,dico_phrasis_0002082,es,en,Un niño,A dog,NEGATIVE_OTHER
